title,keywords
A pandemic of delirium: an updated systematic review and meta-analysis of occurrence of delirium in older adults with COVID-19,"delirium, COVID-19, anziani, meta-analisi"
"The interplay among respiratory failure, delirium, frailty and severity of illness in hospitalized older medical patients: a nationwide multicenter observational study","respiratory failure, delirium, frailty, severity of illness"
Delirium in long‐term care and the myth of Proteus,"delirium, long-term care, Proteus"
Predicting 60-Day mortality in a Home-Care service: development of a new Inter-RAI 49-Frailty index in patients with chronic disease and without a cancer diagnosis,"mortality prediction, Home-Care, Inter-RAI, chronic disease"
Shifting the paradigm of nursing home care for people with dementia: the Italian experience of IL paese ritrovato and the impact of SARS-Cov-2,"cura, demenza, SARS-Cov-2, esperienza italiana"
"The"" Continu-A-mente"" project: an interdisciplinary program to promote the continuity of care between hospital and community for people with dementia and their caregivers …","continuity of care, dementia, caregivers, interdisciplinary program"
Two-year cardio-pulmonary follow-up after severe COVID-19: A prospective study,"cardio-pulmonary, COVID-19, follow-up, prospective"
Estudio transversal multicéntrico sobre la prevalencia de delirium en unidades de ortogeriatría: protocolo de «Estudio DELFRA 24»,"delirium, ortogeriatría, prevalencia, protocolo"
The frail patient undergoing cardiac surgery: lessons learned and future perspectives,"frail patient, cardiac surgery, lessons learned, future perspectives"
Sustained improvement of intrinsic capacity in community‐dwelling older adults: The+ AGIL Barcelona multidomain program,"intrinsic capacity, older adults, AGIL Barcelona, multidomain program"
Advancing healthcare through thoracic ultrasound research in older patients,"healthcare, thoracic ultrasound, research, older patients"
Promoting and Building Long-Term Care Health Research Networks: GeroCovid Observational and Gerocovid Vax Initiatives,"Long-Term Care, Health Research, GeroCovid, Vax Initiatives"
"Exploring depression in Alzheimer’s disease: an Italian Delphi Consensus on phenomenology, diagnosis, and management","depressione, Alzheimer, diagnosi, gestione"
Frailty and post-operative delirium influence on functional status in patients with hip fracture: the GIOG 2.0 study,"frailty, delirium, functional status, hip fracture"
"Frailty, psychological well‐being, and social isolation in older adults with cognitive impairment during the SARS‐CoV‐2 pandemic: data from the GeroCovid initiative","frailty, well-being, social isolation, cognitive impairment"
Multicenter cross-sectional study on the prevalence of delirium in orthogeriatric units:«DELFRA 24 study» protocol,"delirium, ortogeriatria, prevalenza, protocollo"
Assessing frailty at the centers for dementia and cognitive decline in Italy: potential implications for improving care of older people living with dementia,"frailty, dementia, cognitive decline, care"
A second update on mapping the human genetic architecture of COVID-19,"genetic architecture, COVID-19, mapping, human"
"Exploring depression in Parkinson’s disease: an Italian Delphi Consensus on phenomenology, diagnosis, and management","depression, Parkinson's disease, Delphi Consensus, management"
Early Onset Delirium during hospitalization increases In-Hospital and Postdischarge Mortality in COVID-19 patients: a Multicenter prospective study,"delirium, mortalità, COVID-19, ospedalizzazione"
Mental Health among Geriatric Healthcare Workers in Italy during the COVID-19 Pandemic: Results from a National Survey,"salute mentale, operatori sanitari, anziani, COVID-19"
Scoping review: delirium screening and assessment in studies dealing with prevalence and treatment of non-cognitive symptoms of dementia (NCSD).,"delirium, screening, demenza, trattamento"
THE ORTHOGERIATRIC UNIT AT SAN GERARDO HOSPITAL: REFLECTIONS FROM AN ITALIAN COMANAGED EXPERIENCE,"unità ortogeriatrica, ospedale San Gerardo, esperienza italiana, comanagement"
Optimizing Pharmacotherapy in Older Patients: Delirium,"pharmacotherapy, older patients, delirium"
Efficacy of COVID-19 control measures on post-vaccination outbreak in Italian Long Term Care Facilities: implications for policies,"COVID-19, misure di controllo, strutture assistenziali, vaccinazione"
Dysphagia in older patients admitted to a rehabilitation setting after an acute hospitalization: the role of delirium,"dysphagia, anziani, riabilitazione, delirio"
Clinical profile of trazodone users in a multisetting older population: data from the Italian GeroCovid Observational study,"trazodone, anziani, profilo clinico, GeroCovid"
Gene signatures for cancer research: a 25-year retrospective and future avenues,"gene signatures, cancer research, retrospective, future avenues"
Ten quick tips for clinical electroencephalographic (EEG) data acquisition and signal processing,"EEG, data acquisition, signal processing, clinical tips"
Ten quick tips for electrocardiogram (ECG) signal processing,"ECG, signal processing, tips, quick"
Smart waiting room: A systematic literature review and a proposal,"smart waiting room, literature review, proposal"
Il ruolo del progetto di architettura per l’umanizzazione degli spazi dell’ospedale pediatrico,"progetto architettura, umanizzazione, spazi, ospedale pediatrico"
Seven quick tips for gene-focused computational pangenomic analysis,"gene, computational, pangenomic, analysis"
Identifying prognostic factors for survival in intensive care unit patients with SIRS or sepsis by machine learning analysis on electronic health records,"prognostic factors, survival, sepsis, machine learning"
Ensemble machine learning reveals key features for diabetes duration from electronic health records,"ensemble machine learning, diabetes duration, key features, electronic health records"
Clustering of longitudinal Clinical Dementia Rating data to identify predictors of Alzheimer's disease progression,"clustering, demenza, Alzheimer, predittori"
"Social Participation, Education and Healthy Ageing in Italy","partecipazione sociale, istruzione, invecchiamento sano, Italia"
Sensory design in healthcare welcome spaces for healthy ageing,"sensory design, healthcare, healthy ageing, welcome spaces"
Innovazione e cura: la progettazione di spazi smart per l’assistenza agli anziani,"innovazione, cura, spazi smart, assistenza anziani"
Functional Hospitals for Humans,"Functional, Hospitals, Humans"
Targeting Telomere Shortening in Vascular Aging and Atherosclerosis: Therapeutic Promise of Astragalus membranaceus,"telomere shortening, vascular aging, atherosclerosis, Astragalus membranaceus"
"The mitochondrial dysfunction, alongside the modifiable burden of traditional risk factors, drives the development of early-onset coronary artery disease","mitochondrial dysfunction, coronary artery disease, risk factors, early-onset"
Treating Metabolic Dysregulation and Senescence by Caloric Restriction: Killing Two Birds with One Stone?,"metabolic dysregulation, caloric restriction, senescence"
MAPK15 Protects Against The Development Of Metabolic Dysfunction-Associated Steatotic Liver Disease,"MAPK15, metabolic dysfunction, steatotic liver, disease"
Vascular senescence and atherosclerotic plaque vulnerability: investigating the telomere-mitochondria crosstalk—rationale and design of the VICTORIA study,"senescenza vascolare, placca aterosclerotica, telomeri, mitocondri"
A research note on the increasing income prerequisites of parenthood. Country-specific or universal in Western Europe?,"reddito, genitorialità, Europa occidentale"
Long telomeric repeat-containing RNA (TERRA): biological functions and challenges in vascular aging and disease,"TERRA, telomeric RNA, vascular aging, biological functions"
Politiche sociali e fecondità in Italia. Una revisione della letteratura tra approcci pronatalisti e interventi strutturali,"politiche sociali, fecondità, Italia, interventi strutturali"
Parental social class and home-leaving in Italy: A changing landscape with persistent inequalities,"classe sociale, uscita da casa, Italia, disuguaglianze"
Culture portability from origin to destination country: The gender division of domestic work among migrants in Italy,"portabilità culturale, lavoro domestico, migranti, genere"
Life Trajectories After 50 Years of Age: A Sequence Analysis Approach,"Life Trajectories, Sequence Analysis, Age, 50 Years"
Mediterranean Architecture and the Green-digital Transition: Selected Papers from the World Renewable Energy Congress Med Green Forum 2022,"Architettura Mediterranea, Transizione Verde-digitale, Congresso Energetico, Med Green Forum"
Neurodiversità/Neurodivergenza,"neurodiversità, neurodivergenza"
SpInLAB: progettazione inclusiva e partecipata per promuovere l’inclusione nelle scuole,"SpInLAB, progettazione inclusiva, partecipazione, inclusione scolastica"
Sensory Design in the Birth Environment: Learning from Existing Case Studies,"Sensory Design, Birth Environment, Case Studies"
L'ospedale pediatrico: una comunità accogliente,"ospedale pediatrico, comunità, accoglienza"
Quei buffi dottori,"buffi, dottori"
Multidimensional determinants of active and healthy aging trajectories: a position paper from the Age-It Research Program,"healthy aging, active aging, determinants, Age-It Research Program"
Laboratori artistici e ludoteche,"laboratori artistici, ludoteche"
Gli animali come amici,"animali, amici"
Clown in corsia: la terapia del sorriso,"clown, terapia, sorriso, corsia"
Ambientazione e scenari per la fantasia,"ambientazione, scenari, fantasia"
Il racconto delle esperienze degli Ospedali Pediatrici Italiani,"Ospedali Pediatrici, esperienze, racconto, Italia"
Thinking climate change through the lens of abstractness: a multi-task and multi-setting investigation into generational differences in the conceptualization of ecology,"climate change, generational differences, conceptualization, ecology"
When Age Matters: How Regulatory Emotional Self-Efficacy in Managing Negative Emotions Can Mitigate the Effects of Emotional Inertia for Younger Workers,"emotional self-efficacy, negative emotions, emotional inertia, younger workers"
Measuring Subjective Vitality and Depletion in Older People from a Self-Determination Theory Perspective: A Dual Country Study,"vitalità soggettiva, esaurimento, teoria dell'autodeterminazione, anziani"
"Motivation, psychological needs and physical activity in older adults: a qualitative review","motivazione, bisogni psicologici, attività fisica, anziani"
Does Using Technological Devices Motivate Older Adults to Engage in Physical Activities? A Systematic Review and Meta-analysis,"tecnologia, anziani, attività fisica, motivazione"
Older LGBT+ adults and physical activity: A systematic review of qualitative and quantitative data,"LGBT+ adults, physical activity, systematic review, qualitative data"
What does “Internet” mean to us as we age? A multi-task investigation on the conceptualization of the technological domain across generations,"Internet, aging, technology, generations"
Measuring self-efficacy for exercise among older adults: Psychometric properties and measurement invariance of a brief version of the self-efficacy for exercise (SEE) scale,"self-efficacy, exercise, older adults, psychometric properties"
"Aging well in an aging society: Physical health in older lesbian, gay, and bisexual adults","aging, physical health, LGBTQ+, older adults"
Exploring the psychological nexus of virtual and augmented reality on physical activity in older adults: a rapid review,"virtual reality, augmented reality, physical activity, older adults"
Is the behavioral regulation in exercise questionnaire a valid measure in older people?,"behavioral regulation, exercise questionnaire, older people"
"Circulating microRNAs miR-21-5p, miR-23a-3p and miR-26a-5p reflect clinical and molecular features of aging","microRNAs, miR-21-5p, invecchiamento, caratteristiche cliniche"
Measuring what matters in ageing societies: integrating dying-well and living-well metrics for resilient health systems,"invecchiamento, salute, metriche, sistemi sanitari"
"Advancing the Understanding, Measurement and Monitoring of Healthy Ageing: A Systematically Derived Framework and Dataset Mapping Associated Constructs, Measures and …","healthy ageing, framework, measurement, dataset"
Improving our understanding of the biology of aging: findings from the Age-It Research Program,"biologia invecchiamento, Age-It, ricerca, scoperte"
# 972 Epigenetic clock and Fabry disease,"epigenetic clock, Fabry disease"
# 3418 Genealogical analysis in the Era of big data: implications for biomedical research,"genealogical analysis, big data, biomedical research"
Chromogranin a gene variants influence survival at old age through pleiotropic effects on multiple age-related traits,"Chromogranin A, gene variants, survival, age-related traits"
Circulating Bacterial DNA as a Novel Blood-Based Biomarker in Type 2 Diabetes Mellitus (DM2): Results from the PROMOTERA Study,"DNA batterico, biomarker, diabete tipo 2, PROMOTERA"
Unveiling Selenoprotein T as a novel regulator of cardiomyocyte senescence: pivotal role of the CD36 receptor in AC16 human cardiomyocytes,"Selenoprotein T, cardiomiociti, senescenza, recettore CD36"
"Operationalising Healthy Ageing: A Framework and Dataset Developed from a Systematic Literature Review Mapping Healthy Ageing Constructs, Measures and Measurement Approaches","Healthy Ageing, Framework, Dataset, Literature Review"
Reproducibility and validation of a targeted and flexible epigenetic clock for forensic applications,"epigenetic clock, forensic applications, reproducibility, validation"
Metallothionein-1A (MT1A) Gene Variability May Play a Role in Female Frailty: A Preliminary Study,"Metallothionein-1A, variabilità genetica, fragilità femminile, studio preliminare"
"The Potential Contribution of MyomiRs miR-133a-3p,-133b, and-206 Dysregulation in Cardiovascular Disease Risk","MyomiRs, miR-133a-3p, Cardiovascular Disease, dysregulation"
"Further Evidence of the Role of myomiRs miR-133a,-133b and-206 Dysregulation in Cardiovascular Disease Development","myomiRs, miR-133a, miR-133b, malattie cardiovascolari"
Quorum quenching approaches against bacterial-biofilm-induced antibiotic resistance,"quorum quenching, biofilm, antibiotic resistance"
"Essential Oils from Southern Italian Aromatic Plants Synergize with Antibiotics against Escherichia coli, Pseudomonas aeruginosa and Enterococcus faecalis Cell Growth and …","oli essenziali, piante aromatiche, antibiotici, batteri"
Evidence for a relationship between genetic polymorphisms of the L-DOPA transporter LAT2/4F2hc and risk of hypertension in the context of chronic kidney disease,"genetic polymorphisms, L-DOPA transporter, hypertension, chronic kidney disease"
Conceptualisation and Measurement of Healthy Ageing: Insights from a Systematic Literature Review,"Healthy Ageing, Measurement, Conceptualisation, Literature Review"
Blood circulating bacterial DNA in hospitalized old COVID-19 patients,"bacterial DNA, COVID-19, hospitalized patients, circulation"
The shortening of leukocyte telomere length contributes to Alzheimer’s disease: further evidence from late-onset familial and sporadic cases,"telomere length, leukocytes, Alzheimer's disease, familial cases"
Irisin prevents the effects of simulated microgravity on bone and muscle differentiation markers,"Irisin, microgravity, bone, muscle"
Irisin and Metastatic Melanoma: Selective Anti-Invasiveness Activity in BRAF Wild-Type Cells,"Irisin, Melanoma, Anti-Invasiveness, BRAF Wild-Type"
Correlation Between Irisin and Cognitive Functions in Alzheimer Dementia,"Irisin, Cognitive Functions, Alzheimer, Dementia"
Irisin prevents trabecular bone damage and tumor invasion in a mouse model of multiple myeloma,"Irisin, bone damage, tumor invasion, multiple myeloma"
Irisin levels in cerebrospinal fluid correlate with biomarkers and clinical dementia scores in Alzheimer disease,"Irisin, cerebrospinal fluid, biomarkers, Alzheimer disease"
Irisin Treatment Prevents Isoproterenol-Induced Cardiac Fibrosis in Mice,"Irisin, Cardiac Fibrosis, Isoproterenol, Mice"
Irisin protects against loss of trabecular bone mass and strength in adult ovariectomized mice by stimulating osteoblast activity,"Irisin, trabecular bone, osteoblast activity, ovariectomized mice"
Short-term irisin treatment enhanced neurotrophin expression differently in the hippocampus and the prefrontal cortex of young mice,"irisin, neurotrophin, ippocampo, corteccia prefrontale"
"Development of a parallel, multiwavelength, multichannel, multidistance, time-resolved near infrared spectrometer","spectrometer, multiwavelength, time-resolved, near infrared"
Exploring resting-state hemodynamic oscillations in cerebral and extracerebral tissue by TD fNIRS,"hemodynamic oscillations, resting-state, fNIRS, cerebral tissue"
Evaluation of layered tissue scattering properties: a time-domain spatially resolved spectroscopy approach,"tissue scattering, spectroscopy, time-domain, layered"
Heuristic model for photon propagation in two-layer turbid media,"heuristic model, photon propagation, turbid media, two-layer"
Extending application limits of scaling relations for time-resolved Monte Carlo simulations in diffuse optics,"scaling relations, Monte Carlo, diffuse optics, time-resolved"
Exploring Heterogeneous Federated Learning for Improved Hand Gesture Recognition,"Federated Learning, Hand Gesture, Recognition, Heterogeneous"
An ai-empowered infrastructure for risk prevention during medical examination,"AI, infrastructure, risk prevention, medical examination"
Challenging the skin pigmentation bias in tissue oximetry via time-domain near-infrared spectroscopy,"skin pigmentation, tissue oximetry, near-infrared spectroscopy, time-domain"
A review on time domain diffuse optics: principles and applications on human biological tissues,"diffuse optics, time domain, biological tissues, principles"
Heuristic absorption calculation in bilayered media from a white Monte Carlo dataset,"heuristic absorption, bilayered media, Monte Carlo, dataset"
Robustness of time domain near infrared spectroscopy to variations in skin pigmentation,"near infrared spectroscopy, skin pigmentation, robustness, time domain"
Application limits of the scaling relations for Monte Carlo simulations in diffuse optics.<? pag\?> Part 2: results,"Monte Carlo, diffuse optics, scaling relations, simulations"
Detectability of hemodynamic oscillations in cerebral cortex through functional near-infrared spectroscopy: a simulation study,"hemodynamic oscillations, cerebral cortex, functional near-infrared spectroscopy, simulation study"
Statistics of maximum photon penetration depth in a two-layer diffusive medium,"photon penetration, diffusive medium, maximum depth, statistics"
Application limits of the scaling relations for Monte Carlo simulations in diffuse optics. Part 1: theory,"scaling relations, Monte Carlo, diffuse optics, theory"
Projection based inverse reinforcement learning for the analysis of dynamic treatment regimes,"inverse reinforcement learning, dynamic treatment, projection based, regimes"
A federated learning-based approach to recognize subjects at a high risk of hypertension in a non-stationary scenario,"federated learning, hypertension, risk recognition, non-stationary"
Exploratory analysis of longitudinal data of patients with dementia through unsupervised techniques,"longitudinal data, dementia, unsupervised techniques, exploratory analysis"
Balancing Uneven Knowledge of Hospital Nodes for ICU Patients Diagnosis through Federated Learning,"Federated Learning, ICU Patients, Hospital Nodes, Diagnosis"
Myocardium regeneration and cardioprotection,"myocardium, regeneration, cardioprotection"
Unstable employment careers and (quasi-) completed fertility: evidence from the labour market deregulation in Italy,"occupazione instabile, carriere lavorative, fertilità, Italia"
Can Family Policies Enhance Fertility? An Ex Ante Evaluation Through Factorial Survey Experiments,"Family Policies, Fertility, Evaluation, Survey Experiments"
Quali politiche per la fecondità in Italia?,"politiche, fecondità, Italia"
Social policies and fertility in Italy: A Literature review between pronatalist approaches and structural interventions,"politiche sociali, fertilità, approcci pronatalisti, interventi strutturali"
Policies and Fertility: Pronatalist vs. Structural Approaches,"Policies, Fertility, Pronatalist, Structural"
The social impact of labour market flexibilization and its fertility consequences in Italy,"impatto sociale, flessibilità lavorativa, fertilità, Italia"
"Circulating CXCL9, monocyte percentage, albumin, and C-reactive protein as a potential, non-invasive, molecular signature of carotid artery disease in 65+ patients with …","CXCL9, monociti, albumina, proteina C-reattiva"
"Employment protection legislation, labour market dualism, and fertility in Europe","legislazione occupazionale, mercato del lavoro, dualismo, fertilità"
The broad spectrum of cardiotoxicities from immunotherapies,"cardiotossicità, immunoterapie, spettro, effetti"
Mildly elevated pulmonary hypertension: gray zone or already a disease?,"pulmonary hypertension, gray zone, disease"
Physical performance strongly predicts all-cause mortality risk in a real-world population of older diabetic patients: machine learning approach for mortality risk stratification,"performance fisica, mortalità, pazienti diabetici, machine learning"
Epigenetic Clocks and Their Prospective Application in the Complex Landscape of Aging and Alzheimer’s Disease,"epigenetic clocks, aging, Alzheimer's disease"
Unusual age‐dependent behavior of leukocytes telomere length in Friedreich's ataxia,"leucociti, telomeri, Friedreich's ataxia, età"
The role of mitochondrial copy number in neurodegenerative diseases: present insights and future directions,"mitochondrial copy number, neurodegenerative diseases, future directions"
Relevance of comorbidities on initial combination therapy in pulmonary arterial hypertension,"comorbidità, terapia combinata, ipertensione polmonare, rilevanza"
Predictors of sacubitril/valsartan high dose tolerability in a real world population with HFrEF,"sacubitril/valsartan, tolerability, HFrEF, real world"
"Barrier breakdown in ageing and age-related diseases: the potential role of hierarchical epigenetic control of microRNAs on surfactant collectins, S100 alarmins and fibronectin","barrier breakdown, epigenetic control, microRNAs, age-related diseases"
"Clinical and environmental factors, functional status, and multimorbidity—Stratifying progression and prognosis of multimorbidity, frailty, and disability: The Age-It Research …","multimorbidity, frailty, disability, prognosis"
"A scoring model integrating CXCL9, GDF15, FGF21, and NfL, predicts long-term mortality in type 2 diabetes: a retrospective study","CXCL9, GDF15, FGF21, mortality"
"The combination of GDF15, FGF21, sRAGE and NfL plasma levels can identify frailty in community-dwelling people across old age","GDF15, FGF21, sRAGE, NfL"
"Diagnostic, prognostic and treatment efficacy power of biomarkers of aging for frailty, age-related diseases and multimorbidity","biomarkers, aging, frailty, multimorbidity"
Epigenetic Drift Is Involved in the Efficacy of HBV Vaccination,"Epigenetic Drift, HBV, Vaccination, Efficacy"
B Cells Isolated from Individuals Who Do Not Respond to the HBV Vaccine Are Characterized by Higher DNA Methylation-Estimated Aging Compared to Responders,"B Cells, HBV Vaccine, DNA Methylation, Aging"
Different roles of circulating and intramuscular GDF15 as markers of skeletal muscle health,"GDF15, muscle health, circulating markers, intramuscular markers"
Downregulation of PLIN2 in human dermal fibroblasts impairs mitochondrial function in an age‐dependent fashion and induces cell senescence via GDF15,"PLIN2, fibroblasti dermici, funzione mitocondriale, senescenza cellulare"
"Multicomponent interventions and technologies to reduce the burden of frailty, functional, and cognitive decline: insights from the Age-It Research Program","interventi multicomponenti, fragilità, declino cognitivo, Age-It Research Program"
Cardiovascular events in children treated for high risk medulloblastoma,"cardiovascular events, children, medulloblastoma, high risk"
Measuring housing insecurity: the relationship with subjective well-being across family types in Italy,"insicurezza abitativa, benessere soggettivo, tipi di famiglia, Italia"
Single-parent families and adolescents’ wellbeing in Europe: a multilevel analysi,"famiglie monoparentali, benessere adolescenziale, Europa, multilevel"
Causes and Outcomes of Intensive Care Unit Hospitalizations in Patients with Pulmonary Arterial Hypertension,"Intensive Care Unit, Hospitalizations, Pulmonary Arterial Hypertension, Outcomes"
Single-parent families and adolescents wellbeing in Europe: a multilevel analysis (Best Young Researcher Paper 2023),"famiglie monoparentali, benessere adolescenziale, Europa, analisi multilivello"
Nonpharmacological management of pulmonary arterial hypertension,"management, pulmonary, arterial, hypertension"
ERS Congress 2024: highlights from the Pulmonary Vascular Diseases Assembly,"ERS Congress, Pulmonary Vascular, Diseases, Assembly"
Activin Pathway Biomarkers and Pulmonary Vascular Remodeling in Operable Chronic Thromboembolic Pulmonary Hypertension,"Activin Pathway, Biomarkers, Pulmonary Hypertension, Vascular Remodeling"
Heterogeneity and differentiation of the human arterial tree: focus on microRNA expression in vascular disease,"eterogeneità, differenziazione, microRNA, malattia vascolare"
Long-term human spaceflight and inflammaging: Does it promote aging?,"spaceflight, inflammaging, aging"
Nuclear ASC speck formation in microglia is associated with inflammasome priming and is exacerbated in LRRK2-G2019S Parkinson's disease,"Nuclear ASC, microglia, inflammasome, Parkinson's disease"
The activin pathway in chronic thromboembolic pulmonary hypertension: a potential biomarker for residual pulmonary hypertension after endarterectomy,"activin pathway, thromboembolic pulmonary hypertension, biomarker, endarterectomy"
Cardio-Oncology Challenges in Elderly Patients,"Cardio-Oncology, Elderly Patients, Challenges"
Pembrolizumab associated hypereosinophilia in locally advanced triple-negative breast cancer,"Pembrolizumab, ipereosinofilia, cancro mammario, triplo negativo"
Placental growth factor modulates endothelial NO production and exacerbates experimental hepatopulmonary syndrome,"placental growth factor, endothelial NO, hepatopulmonary syndrome"
Exploring biomarkers in CTEPH: prognostic significance and post-PEA dynamics analysis,"biomarkers, CTEPH, prognostic significance, post-PEA dynamics"
Inflammation at the crossroad between cancer and heart failure,"inflammation, cancer, heart failure"
Evaluation of exercise capacity by means of cardiopulmonary exercise testing (CPET) in older adult cancer patients undergoing antineoplastic treatments,"capacità di esercizio, test CPET, pazienti oncologici, trattamenti antineoplastici"
"HFWM: exploring biomarkers in chronic thromboembolic pulmonary hypertension (CTEPH): prognostic significance, and post-PEA dynamics analysis","biomarkers, ipertensione polmonare, CTEPH, prognosi"
Is it time to update our defibrillation strategies for refractory ventricular fibrillation?,"defibrillation, strategies, ventricular fibrillation, refractory"
Prevention of cardiovascular complications in elderly cancer patients,"prevenzione, complicazioni cardiovascolari, anziani, pazienti oncologici"
Risk stratification of patients with pulmonary arterial hypertension: the role of echocardiography,"risk stratification, pulmonary arterial hypertension, echocardiography"
Impact of a cardio‐oncology unit on prevention of cardiovascular events in cancer patients,"cardio-oncology, cardiovascular events, cancer patients"
Causes and outcomes of ICU hospitalisations in patients with pulmonary arterial hypertension,"ICU, hospitalisations, pulmonary arterial hypertension, outcomes"
Baseline cardio-oncologic risk assessment in breast cancer women and occurrence of cardiovascular events: the HFA/ICOS risk tool in real-world practice,"cardio-oncologia, rischio cardiovascolare, cancro al seno, eventi cardiovascolari"
Cardiovascular events and treatment of children with high risk medulloblastoma,"eventi cardiovascolari, trattamento, bambini, medulloblastoma"
Digital interventions addressing the unmet needs of older adults with multimorbidity: a mixed-methods persona design approach,"digital interventions, older adults, multimorbidity, mixed-methods"
Understanding self-care behaviors in older adults with chronic diseases: The influence of personal views on aging and illness perceptions,"self-care, older adults, chronic diseases, illness perceptions"
Virtual reality solution to promote adapted physical activity in older adults: outcomes from VR2Care project exploratory study,"virtual reality, physical activity, older adults, VR2Care"
A holistic approach to interpretable modelling and forecasting of human mortality by gender and country,"interpretable modelling, human mortality, gender, forecasting"
The Functional Clustering of the Mortality Gender Gap: a multi-country analysis,"Mortality, Gender Gap, Clustering, Multi-country"
Exploring reverse mortgage for Italian population: a life-cycle model approach,"reverse mortgage, popolazione italiana, modello di vita, approccio"
EURO 2025,"EURO, 2025"
A Prospective Analysis of LTC Insurance: model risk and subjective utility assessment,"LTC Insurance, model risk, subjective utility, assessment"
A life-cycle model approach to explore Reverse Mortgage in the Italian framework,"Reverse Mortgage, modello ciclo vita, framework italiano"
Addressing the economic and demographic complexity via a neural network approach: risk measures for reverse mortgages,"neural network, reverse mortgages, economic complexity, risk measures"
Xanthohumol destabilizes the structure of amyloid-β (Aβ) oligomers and promotes the formation of high-molecular-weight amorphous aggregates,"Xanthohumol, amyloid-β, oligomers, aggregates"
Multi-pathway blood biomarkers to target and monitor multidimensional prevention of cognitive and functional decline (nested in the IN-TeMPO study framed within the world-wide …,"biomarcatori, prevenzione, declino cognitivo, funzionale"
The Landscape of Osteocalcin Proteoforms Reveals Distinct Structural and Functional Roles of Its Carboxylation Sites,"Osteocalcin, Proteoforms, Carboxylation, Structural roles"
T follicular helper cells (TFH): From physiological to pathological aging,"T follicular helper, TFH, aging, pathological"
CD4+FOXP3Exon2+ regulatory T cell frequency predicts breast cancer prognosis and survival,"CD4+FOXP3, regulatory T cells, breast cancer, prognosis"
"Plasma GFAP, NfL and pTau 181 detect preclinical stages of dementia","Plasma, GFAP, NfL, pTau 181"
Biomarkers of aging in frailty and age-associated disorders: State of the art and future perspective,"biomarkers, aging, frailty, disorders"
Plasma p-tau181 as a promising non-invasive biomarker of Alzheimer's Disease pathology in Subjective Cognitive Decline and Mild Cognitive Impairment,"plasma p-tau181, biomarker, Alzheimer's Disease, cognitive decline"
Frailty in Europe: the role of social networks and activity participation,"frailty, social networks, activity participation, Europe"
"Frailty, activity participation, and welfare: An analysis using SHARE data","frailty, activity participation, welfare, SHARE data"
Legislation and collective bargaining on age management in the italian digital transition,"legislation, collective bargaining, age management, digital transition"
Identifying Digital Active Ageing Policies in the EU: The Case of Italy,"Active Ageing, Digital Policies, EU, Italy"
Strategie e misure di age management nel d. lgs. n. 29/2024 e nella contrattazione collettiva,"age management, contrattazione collettiva, strategie, misure"
Noninvasive Techniques for Tracking Biological Aging of the Cardiovascular System: JACC Family Series,"noninvasive techniques, biological aging, cardiovascular system, JACC"
"Telomere integrity, epigenetic aging, and genetic burden shape biological aging trajectories in idiopathic pulmonary fibrosis","telomere integrity, epigenetic aging, biological aging, pulmonary fibrosis"
A Systematic Review of Food-Derived DNA Methyltransferase Modulators: Mechanistic Insights and Perspectives for Healthy Aging,"DNA methyltransferase, modulators, healthy aging, mechanistic insights"
Unveiling the geroprotective potential of Monarda didyma L.: insights from in vitro studies and a randomized clinical trial on slowing biological aging and improving quality of …,"Monarda didyma, geroprotezione, in vitro, invecchiamento biologico"
Revealing the hidden impacts: insights into biological aging and long-term effects in pauci-and asymptomatic COVID-19 healthcare workers,"biological aging, COVID-19, healthcare workers, long-term effects"
Mitigating cellular aging and enhancing cognitive functionality: visual arts-mediated Cognitive Activation Therapy in neurocognitive disorders,"cellular aging, cognitive functionality, visual arts, neurocognitive disorders"
Cosmic chronometers: Is spaceflight a catalyst for biological ageing?,"cosmic chronometers, spaceflight, biological ageing"
Declino demografico ed intelligenza artificiale: rischi ed opportunità per una forza lavoro che invecchia,"declino demografico, intelligenza artificiale, forza lavoro, invecchiamento"
La regolazione dei fondi sanitari integrativi: luci ed ombre,"fondi sanitari, regolazione, sanità, integrativi"
Demographic dynamics and the labor market,"demographic dynamics, labor market"
Intelligenza artificiale tra sfide ed opportunità della transizione demografica,"intelligenza artificiale, sfide, opportunità, transizione demografica"
Longevity between active aging policies and work inclusion measures: towards sustainable labor law,"longevity, active aging, work inclusion, labor law"
The Lucerne Toolbox 3: digital health and artificial intelligence to optimise the patient journey in early breast cancer—a multidisciplinary consensus,"digital health, artificial intelligence, breast cancer, patient journey"
Ab initio detection of multiple epitranscriptomic modifications from ONT direct RNA sequencing data,"epitranscriptomic, modifications, RNA sequencing, ONT"
REDInet: a temporal convolutional network-based classifier for A-to-I RNA editing detection harnessing million known events,"REDInet, RNA editing, temporal convolutional network, classifier"
REDIportal: toward an integrated view of the A-to-I editing,"REDIportal, A-to-I editing, integrated view"
Profiling rare C-to-U editing events via direct RNA sequencing,"C-to-U editing, RNA sequencing, profiling, rare events"
Unraveling C-to-U RNA editing events from direct RNA sequencing,"RNA editing, C-to-U, sequencing"
REDInet: a TCN-based classifier for A-to-I RNA editing detection harnessing million known events,"REDInet, RNA editing, classifier, TCN-based"
Detection of ribonucleotides embedded in DNA by Nanopore sequencing,"ribonucleotidi, DNA, Nanopore, sequencing"
